Tissue,Gene,baseMean,log2FoldChange (HFHS/Ct),lfcSE,stat,pvalue,padj,score
Skin,SLC22A8,36.97322951,7.435841158,3.004437937,2.474952492,NA,NA,NA
Muscle,SLC22A8,69.04050195,-0.775872068,3.063964539,-0.253224885,NA,NA,NA
KidneyCortex,SLC22A8,1022.194271,-7.595774756,2.909688613,-2.610511215,NA,NA,NA
Liver,SLC22A8,0.212313528,-0.649834414,2.974985285,-0.218432816,0.827091899,NA,NA
Heart,SLC22A8,0.07423868,-2.722045841,3.048819003,-0.892819757,0.371953704,NA,NA
WAT,SLC22A8,25.80111432,1.850312709,1.667954681,1.109330325,0.267287708,0.814267497,0.16510877
Spleen,SLC22A8,58.66628923,-3.839326005,1.684302496,-2.27947534,0.022638824,0.444734016,1.351057486
KidneyMedulla,SLC22A8,112.5410297,9.509477632,1.75495093,5.41865728,6.00E-08,0.000183868,35.52259753
Heart,SLC23A1,2.09647745,0.3484868,2.003629638,0.173927753,0.861922242,NA,NA
Liver,SLC23A1,2.480282616,1.028103626,1.650033255,0.623080549,0.533231591,NA,NA
LgIntestine,SLC23A1,2.958717026,0.934971051,1.364771913,0.685074951,0.493296626,NA,NA
KidneyCortex,SLC23A1,7.074749918,-1.687540137,1.212255948,-1.392065875,0.163902451,NA,NA
Lung,SLC23A1,4.745281326,1.97203752,1.30387264,1.51244643,0.130420331,NA,NA
SmIntestine,SLC23A1,9.608166132,0.366626503,1.449918176,0.252860133,0.800376298,0.999951041,7.80E-06
KidneyMedulla,SLC23A1,11.59364761,1.174860181,1.295793815,0.906672163,0.364580188,0.872345786,0.069682523
WAT,SLC23A1,10.9944962,1.832933979,1.400894644,1.308402446,0.190736843,0.781641694,0.19610979
Skin,SLC23A1,10.2919198,1.238544268,1.163860452,1.064169047,0.287252126,0.772514163,0.138832823
Spleen,SLC23A1,6.721218087,-1.64054055,1.238265088,-1.324870228,0.185214197,0.73594884,0.21844187
Muscle,SLC23A1,14.94917306,1.186380572,1.449395842,0.818534549,0.413052023,0.707121583,0.178557284
Liver,SLC23A2,19.35924494,-2.108970521,1.494944868,-1.410734647,NA,NA,NA
SmIntestine,SLC23A2,41.15049898,4.141216929,1.451444721,2.853168895,NA,NA,NA
Muscle,SLC23A2,63.74506721,2.128725738,1.267755288,1.679129843,NA,NA,NA
Heart,SLC23A2,5.98683568,0.081182187,1.473365743,0.05509982,0.956058939,0.984395428,0.000554508
WAT,SLC23A2,22.01558452,0.103558138,0.806553112,0.128395932,0.897835651,0.978341621,0.000984783
Lung,SLC23A2,26.24581959,0.700000737,1.059814501,0.66049364,0.508937098,0.971556169,0.00877247
KidneyCortex,SLC23A2,22.06595452,0.230710218,0.935165821,0.246705143,0.805136426,0.968998368,0.003155413
Spleen,SLC23A2,9.662472539,-0.26696139,0.976724275,-0.273323186,0.784604794,0.956914507,0.005106134
KidneyMedulla,SLC23A2,17.21248582,-0.629935047,1.159824417,-0.543129665,0.587040529,0.95008823,0.014007275
Skin,SLC23A2,10.31615069,0.548136985,1.011605996,0.541848296,0.587923018,0.911653752,0.022018704
LgIntestine,SLC23A2,10.44814099,0.960724453,1.116417264,0.860542455,0.389490091,0.699266028,0.149255817
Liver,SLC23A3,0,NA,NA,NA,NA,NA,NA
Lung,SLC23A3,0.679257924,2.791764393,2.788331018,1.001231337,NA,NA,NA
Spleen,SLC23A3,0.816917152,-0.855605786,2.30305956,-0.371508319,NA,NA,NA
LgIntestine,SLC23A3,0.954879716,2.193612873,1.936909742,1.132532315,NA,NA,NA
Skin,SLC23A3,1.698665309,1.543154977,1.821656414,0.847116374,NA,NA,NA
Muscle,SLC23A3,3.117397561,-1.09100361,1.705959572,-0.639524892,NA,NA,NA
WAT,SLC23A3,4.583716552,1.246008355,1.76612065,0.705505796,NA,NA,NA
Heart,SLC23A3,0.220770213,-2.081394464,3.011051643,-0.691251666,0.489407401,NA,NA
KidneyMedulla,SLC23A3,1.770565736,2.577044398,1.715699565,1.502037099,0.133087528,NA,NA
KidneyCortex,SLC23A3,3.076734044,-2.262958284,1.330523718,-1.700802664,0.088980049,NA,NA
SmIntestine,SLC23A3,1.468794049,0.726383081,2.039295977,0.356193063,0.721695986,0.999951041,1.54E-05
KidneyMedulla,SLC24A1,1.942270136,-0.019207262,1.682373034,-0.011416768,0.990890935,NA,NA
Spleen,SLC24A1,1.910793646,0.376686324,1.300450098,0.289658423,0.772077567,NA,NA
LgIntestine,SLC24A1,1.059009344,-0.717392549,1.622914728,-0.442039583,0.658460563,NA,NA
Heart,SLC24A1,1.153309669,-1.29699513,2.483699184,-0.522202986,0.601529007,NA,NA
Liver,SLC24A1,0.822982414,-1.185631086,2.024106757,-0.585755213,0.558040024,NA,NA
KidneyCortex,SLC24A1,1.991317811,-0.746951339,1.233099748,-0.605750946,0.544680148,NA,NA
Lung,SLC24A1,2.000822301,1.095351899,1.279803355,0.855875158,0.392066837,NA,NA
Skin,SLC24A1,2.617662878,-1.372917065,1.297355362,-1.058242873,0.28994473,NA,NA
Muscle,SLC24A1,4.201528424,1.453093709,1.167378391,1.244749535,0.213223832,NA,NA
SmIntestine,SLC24A1,4.318000741,-0.526744583,1.358229655,-0.387817024,0.698151446,0.999951041,1.12E-05
WAT,SLC24A1,5.337122877,1.923284381,1.043733616,1.842696595,0.065373321,0.680671014,0.321309165
Liver,SLC24A3,1.46368304,0.233250519,1.666452662,0.139968284,0.88868505,NA,NA
Skin,SLC24A3,7.742735442,0.556600817,1.204032527,0.462280549,0.643880147,NA,NA
Heart,SLC24A3,1.611100633,1.047875993,2.201482832,0.475986448,0.634084033,NA,NA
LgIntestine,SLC24A3,2.789053918,-1.190518886,1.286724909,-0.925231864,0.354845312,NA,NA
Muscle,SLC24A3,5.486975012,1.225471001,1.289117131,0.950628125,0.341793186,NA,NA
KidneyMedulla,SLC24A3,3.23102078,-2.376121459,1.572959927,-1.510605208,0.130889066,NA,NA
Lung,SLC24A3,5.999226987,-2.244588444,1.151584455,-1.949130552,0.051279836,NA,NA
SmIntestine,SLC24A3,3.239289917,2.664161025,1.542752281,1.726888405,0.084187707,0.999951041,5.66E-05
WAT,SLC24A3,7.360371938,0.988289622,1.288703494,0.76688674,0.443148858,0.861598015,0.063937704
Spleen,SLC24A3,11.58022875,1.386749734,1.268384319,1.093319835,0.274253397,0.784073476,0.146500732
KidneyCortex,SLC24A3,13.3622827,2.279611648,1.205585937,1.890874453,0.058641105,0.514180231,0.658544755
LgIntestine,SLC24A4,0.181678132,0.212044135,2.904039027,0.073016971,0.941792612,NA,NA
Lung,SLC24A4,1.215620808,-0.160126129,1.630878519,-0.098183971,0.92178621,NA,NA
Heart,SLC24A4,0.888532826,-0.445299591,2.436661863,-0.18274985,0.854994299,NA,NA
KidneyCortex,SLC24A4,0.602219204,0.80214794,1.71596599,0.467461444,0.640169771,NA,NA
Spleen,SLC24A4,0.832105072,1.75649915,2.209996892,0.794797113,0.426731531,NA,NA
Liver,SLC24A4,1.089400011,1.749121273,1.807693337,0.967598451,0.333244951,NA,NA
KidneyMedulla,SLC24A4,1.173573814,-2.70446805,2.189193746,-1.235371723,0.216692192,NA,NA
Skin,SLC24A4,2.141767226,-2.434441629,1.691863175,-1.438911648,0.150175557,NA,NA
WAT,SLC24A4,3.065133643,2.489212989,1.664991883,1.495030105,0.134906585,NA,NA
Muscle,SLC24A4,2.486946683,3.223792739,1.688367707,1.909413882,0.056208721,NA,NA
SmIntestine,SLC24A4,0.573160125,1.215586827,2.171838404,0.559704085,0.575681296,0.999951041,2.58E-05
Heart,SLC25A1,4.209185399,-0.396781485,1.501159135,-0.264316737,0.791535864,NA,NA
SmIntestine,SLC25A1,35.19098656,1.166523081,1.247667222,0.934963314,0.349807206,0.999951041,2.48E-05
KidneyCortex,SLC25A1,25.03884133,-0.069103619,1.074415088,-0.064317432,0.948717474,0.993275831,0.000202483
Lung,SLC25A1,17.92428042,-0.658938549,1.247181277,-0.52834224,0.597261819,0.987770624,0.003521298
Spleen,SLC25A1,12.64040573,-0.215499123,1.124230926,-0.191685817,0.847988317,0.971836388,0.002673664
Muscle,SLC25A1,24.70802824,-0.966951611,1.333396511,-0.725179347,0.468342011,0.743561747,0.124430196
Liver,SLC25A1,6.785876774,-1.525229615,1.167618325,-1.306274133,0.191459351,0.644852716,0.290616438
LgIntestine,SLC25A1,16.11141733,-1.381262384,1.342472137,-1.028894638,0.303529188,0.628639437,0.278460255
Skin,SLC25A1,17.96917923,1.958985782,1.186398444,1.651203937,0.098696939,0.544945687,0.516480294
WAT,SLC25A1,72.42477722,3.126449124,1.195562574,2.615044324,0.008921588,0.515563138,0.899536131
KidneyMedulla,SLC25A1,16.8712356,3.73677963,1.272166433,2.937335504,0.003310457,0.193437537,2.666039979
Liver,SLC25A10,3.383239513,-0.022680166,1.288487708,-0.01760216,0.985956234,NA,NA
Heart,SLC25A10,1.726701476,-1.188365167,2.331739867,-0.509647403,0.610298508,NA,NA
SmIntestine,SLC25A10,12.01279016,-0.046669527,1.11727436,-0.041770875,0.966681353,0.999951041,9.92E-07
Lung,SLC25A10,22.04534702,0.258502278,1.386111948,0.186494517,0.852056979,0.995739575,0.000479323
Skin,SLC25A10,8.570316432,0.14946542,1.264354758,0.118214781,0.905897479,0.989856462,0.0006618
WAT,SLC25A10,22.49309052,-0.214892847,1.188532278,-0.180805226,0.856520461,0.967001317,0.003131619
Spleen,SLC25A10,10.11094009,0.682780341,1.189653885,0.573931922,0.56601387,0.901935634,0.030605256
KidneyCortex,SLC25A10,11.75377887,-0.839038924,1.123531636,-0.746787093,0.455192088,0.866411114,0.052251976
KidneyMedulla,SLC25A10,10.73157429,1.327830257,1.374294062,0.966190784,0.333948724,0.862312464,0.085426406
Muscle,SLC25A10,25.71901979,0.805775763,1.431511686,0.562884517,0.573513524,0.817775715,0.070397237
LgIntestine,SLC25A10,10.38187511,-0.79629324,1.398185366,-0.569519078,0.569003927,0.812418097,0.071841904
Lung,SLC25A11,24.52074113,-1.922860479,1.30584106,-1.472507289,NA,NA,NA
KidneyMedulla,SLC25A11,45.29329913,0.861863208,1.433800004,0.601104203,NA,NA,NA
WAT,SLC25A11,45.66234812,3.064926737,1.136966583,2.695705207,NA,NA,NA
LgIntestine,SLC25A11,5.210311495,-0.344415661,1.195131594,-0.288182208,0.773207267,NA,NA
SmIntestine,SLC25A11,52.85022307,-0.380114897,1.518415389,-0.250336568,0.80232708,0.999951041,8.08E-06
Spleen,SLC25A11,5.662585589,-0.649495516,1.047865224,-0.619827341,0.535371466,0.893194134,0.031860443
Skin,SLC25A11,15.60848415,-1.534347286,1.164883749,-1.317167732,0.187782407,0.688464324,0.248746172
Liver,SLC25A11,9.853960667,2.601256835,1.12147044,2.319505484,0.020367644,0.23885176,1.617647631
KidneyCortex,SLC25A11,43.95025441,-3.751334745,1.031949034,-3.635193813,0.000277772,0.098265834,3.779835349
Heart,SLC25A11,12.55806499,-3.789629389,1.298705374,-2.918005474,0.003522782,0.06050532,4.616550916
Muscle,SLC25A11,62.23064824,-3.922692915,1.218548013,-3.219153346,0.001285697,0.02835777,6.069692301
Skin,SLC25A12,14.5374663,-1.88596407,1.126325534,-1.674439594,NA,NA,NA
Lung,SLC25A12,15.08981816,-1.261348033,1.274493792,-0.989685506,NA,NA,NA
KidneyMedulla,SLC25A12,25.48324458,-0.73504009,1.381423382,-0.53208893,NA,NA,NA
WAT,SLC25A12,30.17746355,3.409223934,1.26633756,2.692192069,NA,NA,NA
LgIntestine,SLC25A12,3.546196941,-0.335512642,1.2499398,-0.268423041,0.788373706,NA,NA
Spleen,SLC25A12,4.651080824,1.051590988,1.1558161,0.909825524,0.362914532,NA,NA
Liver,SLC25A12,4.184723708,2.810662326,1.30810494,2.148652023,0.031661995,NA,NA
SmIntestine,SLC25A12,28.69871771,0.253873493,1.552434293,0.16353252,0.87009917,0.999951041,5.40E-06
KidneyCortex,SLC25A12,17.02891101,-1.926688908,1.06785142,-1.804266841,0.071189485,0.544699192,0.5083439
Heart,SLC25A12,10.04296465,-3.895863044,1.562026776,-2.494107723,0.012627422,0.120725056,3.57719152
Muscle,SLC25A12,24.37997617,-3.454126179,1.240322323,-2.784861738,0.005355055,0.070029365,3.988547937
KidneyCortex,SLC25A13,7.987600493,-1.557675352,1.082637812,-1.438777895,0.150213461,NA,NA
Heart,SLC25A13,2.304380562,-3.106211335,1.913140481,-1.623619053,0.104457137,NA,NA
Skin,SLC25A13,6.110837503,2.575183023,1.213481911,2.122143725,0.033825671,NA,NA
SmIntestine,SLC25A13,21.67487086,0.728055783,1.348713965,0.539814817,0.589324747,0.999951041,1.55E-05
WAT,SLC25A13,11.04036764,0.619484612,0.952150046,0.650616585,0.515294022,0.88167705,0.033879901
Lung,SLC25A13,9.901552164,1.678624117,1.143025237,1.4685801,0.141946716,0.798756355,0.163809665
Spleen,SLC25A13,5.398359918,-1.602777554,1.229744544,-1.30334187,0.192458073,0.739404198,0.210153128
KidneyMedulla,SLC25A13,10.90963177,1.817125578,1.17438052,1.54730562,0.121789567,0.689953107,0.292885073
Muscle,SLC25A13,45.83263364,2.822852267,1.497367103,1.885210555,0.059401416,0.269422063,1.607803055
LgIntestine,SLC25A13,10.29335999,2.758945403,1.311806559,2.103164818,0.035451365,0.236316459,1.728495932
Liver,SLC25A13,8.243086232,-3.106073541,1.306040065,-2.378237562,0.017395615,0.223003269,2.024193248
Skin,SLC25A15,8.925716954,1.756766508,1.302375832,1.348893663,NA,NA,NA
Heart,SLC25A15,2.707838902,-2.651215475,1.85686319,-1.427792575,0.153351571,NA,NA
SmIntestine,SLC25A15,39.53608075,-1.262439326,1.545659511,-0.816764182,0.414063205,0.999951041,2.68E-05
Spleen,SLC25A15,7.739846747,-0.343130985,1.325464051,-0.258876115,0.795730827,0.960994294,0.005929026
Liver,SLC25A15,19.37719988,-1.161253133,1.449139071,-0.80134002,0.422934828,0.869411927,0.07057447
WAT,SLC25A15,15.07473105,1.621606675,1.214580321,1.335116868,0.1818381,0.776417562,0.178222114
KidneyMedulla,SLC25A15,16.24142334,1.904002543,1.368061081,1.391752584,0.163997333,0.748375311,0.239676884
LgIntestine,SLC25A15,10.57778834,2.147760301,1.270537243,1.690434745,0.090944813,0.382573671,0.89622799
Muscle,SLC25A15,76.24741663,2.566965448,1.589950061,1.614494386,0.106420233,0.362757769,1.130448657
KidneyCortex,SLC25A15,10.44290689,-2.945204268,1.130840959,-2.604437207,0.009202528,0.291974376,1.574668956
Lung,SLC25A15,27.60298073,4.514635483,1.381188459,3.268660011,0.001080581,0.096387789,4.586770255
KidneyMedulla,SLC25A16,1.253202306,0.343538043,1.88997688,0.181768384,NA,NA,NA
Liver,SLC25A16,0.82313216,0.088633349,1.733890329,0.051118198,0.959231335,NA,NA
LgIntestine,SLC25A16,0.586008758,0.856147515,1.786798332,0.479151732,0.63183069,NA,NA
Lung,SLC25A16,2.310564018,-0.866438073,1.343103687,-0.645101403,0.518861474,NA,NA
Spleen,SLC25A16,3.215911948,1.095818875,1.338865318,0.81846834,0.413089813,NA,NA
Heart,SLC25A16,0.762699811,-2.423709191,2.633842335,-0.920218025,0.357458837,NA,NA
WAT,SLC25A16,2.452905732,-1.40720177,1.394011022,-1.009462442,0.312752905,NA,NA
KidneyCortex,SLC25A16,3.074953294,1.431291442,1.233642547,1.160215693,0.245960999,NA,NA
Skin,SLC25A16,1.564347979,-2.286920392,1.510664466,-1.513850655,0.130063722,NA,NA
Muscle,SLC25A16,4.69070003,-2.091772246,1.280649078,-1.633368799,0.102391455,NA,NA
SmIntestine,SLC25A16,2.294786765,2.269910804,1.581312621,1.435459867,0.151156097,0.999951041,4.83E-05
LgIntestine,SLC25A17,7.751031235,-0.222837282,1.334820861,-0.166941714,0.867415911,NA,NA
Liver,SLC25A17,3.725636916,0.339051619,1.322029863,0.256462905,0.797593421,NA,NA
KidneyCortex,SLC25A17,9.736711514,-0.38952949,1.043837981,-0.373170451,0.709021587,NA,NA
Skin,SLC25A17,6.119966035,-0.561189291,1.288952082,-0.435384138,0.663283622,NA,NA
Heart,SLC25A17,1.794080257,-0.963266527,2.007072268,-0.479936145,0.631272799,NA,NA
KidneyMedulla,SLC25A17,5.755735082,1.753292081,1.47897522,1.185477659,0.235828643,NA,NA
SmIntestine,SLC25A17,8.20357053,1.907325988,1.405130412,1.3574014,0.174653704,0.999951041,4.06E-05
Lung,SLC25A17,9.725399734,0.715908243,0.974812264,0.734406274,0.462701164,0.967832158,0.010165863
WAT,SLC25A17,15.21708362,0.506858293,1.066904905,0.475073543,0.634734556,0.915585644,0.019413192
Spleen,SLC25A17,9.345619762,1.147709961,1.315788013,0.872260538,0.38306626,0.829981108,0.092886225
Muscle,SLC25A17,17.69824899,2.058110512,1.29950152,1.583769222,0.113246246,0.375549554,0.875381803
KidneyCortex,SLC25A19,2.529140218,0.131622247,1.331264466,0.098870097,0.921241412,NA,NA
WAT,SLC25A19,4.006636888,0.180186604,1.322258124,0.136271883,0.891606351,NA,NA
LgIntestine,SLC25A19,0.690973776,0.569119881,1.838670922,0.309527863,0.75692002,NA,NA
Liver,SLC25A19,0.834346064,0.533856143,1.56659168,0.340775551,0.733272557,NA,NA
KidneyMedulla,SLC25A19,2.549518074,0.597957346,1.619038859,0.369328594,0.711882815,NA,NA
Lung,SLC25A19,4.094010471,-0.849898731,1.482265412,-0.573378239,0.566388621,NA,NA
Muscle,SLC25A19,1.138773727,-1.103885287,1.787988975,-0.617389314,0.536977969,NA,NA
Spleen,SLC25A19,0.380032524,1.581762711,2.553995508,0.619328697,0.535699843,NA,NA
Heart,SLC25A19,0.184962875,-2.479247195,3.022161974,-0.820355499,0.412013476,NA,NA
Skin,SLC25A19,2.181690526,-2.106567721,1.289402442,-1.633755026,0.102310299,NA,NA
SmIntestine,SLC25A19,3.405782443,2.279697256,1.5360946,1.484086498,0.137785975,0.999951041,4.85E-05
Spleen,SLC25A20,4.262014018,0.709529725,1.290402031,0.54985168,0.582421108,NA,NA
Liver,SLC25A20,2.259335521,0.830920045,1.248594525,0.665484294,0.505740786,NA,NA
Muscle,SLC25A20,9.526067857,0.974202113,1.229850575,0.792130469,0.428284606,NA,NA
KidneyCortex,SLC25A20,9.312313286,1.053149554,1.192231526,0.883343152,0.377050896,NA,NA
Lung,SLC25A20,8.903796756,-1.238656,1.135051162,-1.091277682,0.275150715,NA,NA
LgIntestine,SLC25A20,2.363657923,1.688109633,1.480370525,1.14032913,0.254149206,NA,NA
Heart,SLC25A20,2.671289664,-2.077326948,1.819072462,-1.141970422,0.253466314,NA,NA
SmIntestine,SLC25A20,6.951124665,1.424043397,1.375977453,1.034932218,0.300700567,0.999951041,3.03E-05
KidneyMedulla,SLC25A20,9.825463168,-1.534083976,1.1322241,-1.354929625,0.17543998,0.765600693,0.177950185
WAT,SLC25A20,19.66248786,2.723628865,1.281656202,2.125085385,0.033579489,0.630640875,0.545319208
Skin,SLC25A20,13.71005013,-2.612949433,0.976751307,-2.67514301,0.007469738,0.183164789,1.926156602
Lung,SLC25A21,2.624056328,1.169370488,1.513691919,0.772528725,NA,NA,NA
Skin,SLC25A21,3.901783616,-0.291023217,1.467895743,-0.198258779,NA,NA,NA
WAT,SLC25A21,4.097971308,0.338228955,1.37412646,0.246141068,NA,NA,NA
Spleen,SLC25A21,3.52273796,0.698738974,1.487211054,0.469831751,0.638475228,NA,NA
Liver,SLC25A21,2.488829929,0.836378283,1.514850503,0.552119356,0.580866582,NA,NA
Muscle,SLC25A21,9.786140269,0.905822701,1.438650844,0.629633455,0.52893443,NA,NA
Heart,SLC25A21,0.717556918,-2.539185298,2.588564268,-0.980924186,0.326630129,NA,NA
KidneyMedulla,SLC25A21,5.542516937,1.489700026,1.357684852,1.097235506,0.272538456,NA,NA
LgIntestine,SLC25A21,2.344081619,1.856736022,1.535457711,1.20923944,0.22657087,NA,NA
KidneyCortex,SLC25A21,3.930639867,-1.550065187,1.170929903,-1.323789906,0.185572829,NA,NA
SmIntestine,SLC25A21,4.953501656,-0.222857284,1.463653375,-0.152260971,0.878981107,0.999951041,4.74E-06
Heart,SLC25A22,3.69808064,-0.837880736,1.593767786,-0.525723222,0.599080526,NA,NA
SmIntestine,SLC25A22,21.28318521,1.266749414,1.216866215,1.040993166,0.29787872,0.999951041,2.69E-05
KidneyMedulla,SLC25A22,12.15512193,0.155709672,1.447373784,0.107580829,0.914328205,0.994834622,0.000350208
Liver,SLC25A22,6.060366704,-0.534169078,1.394343259,-0.383097257,0.701647653,0.958137081,0.009920776
Spleen,SLC25A22,15.90172762,-0.304152058,1.109560243,-0.274119463,0.783992817,0.956702715,0.005846713
LgIntestine,SLC25A22,13.13080328,0.322471959,1.245199356,0.258972154,0.795656726,0.916374117,0.012230454
WAT,SLC25A22,18.67575853,0.778160949,0.992955096,0.783681913,0.433226778,0.860853818,0.050635392
Muscle,SLC25A22,45.82409151,0.612282341,1.24848323,0.490420958,0.62383605,0.844362363,0.044985078
Lung,SLC25A22,10.45524549,1.736699651,1.170319221,1.483953797,0.137821178,0.794983042,0.173048462
Skin,SLC25A22,9.922044523,1.254757995,1.216786049,1.031206757,0.302443873,0.785588279,0.131504918
KidneyCortex,SLC25A22,12.43609308,-1.358972864,1.076824674,-1.26201869,0.206942061,0.719140615,0.194586137
Muscle,SLC25A23,16.64598078,-2.395534592,1.151492694,-2.080373244,NA,NA,NA
Lung,SLC25A23,6.905901175,-0.206184008,1.21213147,-0.170100367,0.864931205,NA,NA
LgIntestine,SLC25A23,3.163313283,0.808253059,1.244061427,0.649689028,0.515893113,NA,NA
Heart,SLC25A23,2.761857964,-2.796670264,1.642370863,-1.702825061,0.088600812,NA,NA
Liver,SLC25A23,3.104872791,2.225295401,1.142542056,1.947670451,0.051454408,NA,NA
SmIntestine,SLC25A23,13.26351405,-0.233877391,1.248087796,-0.187388573,0.851355981,0.999951041,4.97E-06
Skin,SLC25A23,10.68748167,0.084798835,1.180063119,0.071859575,0.942713661,0.992248352,0.000286587
KidneyMedulla,SLC25A23,13.10378048,0.692946289,1.258257967,0.550718778,0.58182647,0.949364631,0.015637686
WAT,SLC25A23,16.84358744,0.949040189,0.920414666,1.031100681,0.302493608,0.820068778,0.081759549
Spleen,SLC25A23,14.00087915,1.333533852,1.161281295,1.148329744,0.250832465,0.774284339,0.148154977
KidneyCortex,SLC25A23,17.76482647,-2.121208049,0.939344407,-2.258179251,0.023934486,0.378266713,0.895578014
KidneyMedulla,SLC25A24,7.870024196,0.089841713,1.36267732,0.065930291,NA,NA,NA
KidneyCortex,SLC25A24,14.70842342,1.118356506,1.173827006,0.952743888,NA,NA,NA
Muscle,SLC25A24,5.889085331,-0.01155946,1.221310898,-0.009464797,0.992448297,NA,NA
Liver,SLC25A24,4.521687605,0.414207289,1.743337108,0.237594489,0.812195626,NA,NA
LgIntestine,SLC25A24,3.682269445,-0.497390402,1.113662811,-0.446625673,0.655145356,NA,NA
Heart,SLC25A24,1.872490457,1.14712724,1.98581463,0.577660786,0.563493159,NA,NA
Lung,SLC25A24,8.101518678,1.18352917,1.249635019,0.947099875,0.343587889,NA,NA
SmIntestine,SLC25A24,3.856926201,2.907445336,1.44240967,2.015686248,0.043832794,0.999951041,6.18E-05
WAT,SLC25A24,9.619836723,-0.056445792,1.096237231,-0.05149049,0.95893468,0.992976669,0.000172778
Skin,SLC25A24,11.62213064,1.730017754,1.26210744,1.370737308,0.17045686,0.667424875,0.303786985
Spleen,SLC25A24,6.79545275,2.059395636,0.98181167,2.097546504,0.035945225,0.532239384,0.564054033
SmIntestine,SLC25A25,53.37207702,-2.877344616,1.497289144,-1.921702717,0.054643175,0.999951041,6.12E-05
