"gene_tissue","gene_Symbol","tissue","1_Chow","1_HF","2_Chow","2_HF","3_Chow","3_HF","4_Chow","4_HF","5_Chow","5_HF"
"ABCF1_MUSCLE","ABCF1","MUSCLE",0,9,1,6,3,6,1,9,3,6
"ABCF1_SKIN","ABCF1","SKIN",0,4,1,5,3,8,1,8,5,4
"ABCF1_SMALL","ABCF1","SMALL",1,2,0,3,2,4,1,3,3,3
"ABCF1_SPLEEN","ABCF1","SPLEEN",1,4,0,21,1,2,2,1,2,2
"ABCF1_WAT","ABCF1","WAT",0,1,0,10,5,5,0,1,7,9
"ABCF2_HEART","ABCF2","HEART",1,3,0,3,1,7,1,2,2,1
"ABCF2_KIDNEY-CORTEX","ABCF2","KIDNEY-CORTEX",2,6,2,4,4,3,1,8,3,3
"ABCF2_KIDNEY-MED","ABCF2","KIDNEY-MED",1,1,1,1,NA,0,1,3,1,6
"ABCF2_LARGE","ABCF2","LARGE",1,2,1,1,1,3,1,1,1,1
"ABCF2_LIVER","ABCF2","LIVER",0,3,0,1,2,1,1,3,1,5
"ABCF2_LUNG","ABCF2","LUNG",0,5,1,1,2,5,1,2,2,2
"ABCF2_MUSCLE","ABCF2","MUSCLE",0,5,1,3,2,1,1,3,1,3
"ABCF2_SKIN","ABCF2","SKIN",0,2,1,1,1,4,1,3,3,2
"ABCF2_SMALL","ABCF2","SMALL",1,1,0,2,1,2,1,2,1,1
"ABCF2_SPLEEN","ABCF2","SPLEEN",1,2,0,10,1,2,1,1,1,1
"ABCF2_WAT","ABCF2","WAT",0,1,0,5,2,3,0,1,4,4
"ABCF3_HEART","ABCF3","HEART",2,4,1,3,1,9,1,2,3,1
"ABCF3_KIDNEY-CORTEX","ABCF3","KIDNEY-CORTEX",2,9,2,6,5,3,2,8,3,4
"ABCF3_KIDNEY-MED","ABCF3","KIDNEY-MED",1,1,1,3,NA,2,1,3,1,13
"ABCF3_LARGE","ABCF3","LARGE",1,4,1,1,1,7,1,3,1,1
"ABCF3_LIVER","ABCF3","LIVER",0,4,0,1,11,1,1,3,1,9
"ABCF3_LUNG","ABCF3","LUNG",0,11,1,2,2,7,1,3,3,2
"ABCF3_MUSCLE","ABCF3","MUSCLE",0,6,1,3,2,4,1,9,2,6
"ABCF3_SKIN","ABCF3","SKIN",0,2,1,3,2,10,1,5,4,2
"ABCF3_SMALL","ABCF3","SMALL",1,2,0,2,2,4,1,1,2,3
"ABCF3_SPLEEN","ABCF3","SPLEEN",1,4,0,12,1,1,2,1,1,3
"ABCF3_WAT","ABCF3","WAT",0,1,0,9,4,3,0,1,4,7
"ABCG1_HEART","ABCG1","HEART",1,3,1,4,1,14,1,3,1,1
"ABCG1_KIDNEY-CORTEX","ABCG1","KIDNEY-CORTEX",1,2,4,5,3,2,1,11,1,5
"ABCG1_KIDNEY-MED","ABCG1","KIDNEY-MED",1,1,1,4,NA,4,1,1,1,6
"ABCG1_LARGE","ABCG1","LARGE",1,3,1,1,1,3,1,1,1,1
"ABCG1_LIVER","ABCG1","LIVER",0,1,0,2,3,1,3,4,1,3
"ABCG1_LUNG","ABCG1","LUNG",0,3,1,2,4,8,1,3,2,1
"ABCG1_MUSCLE","ABCG1","MUSCLE",0,9,1,5,0,5,1,2,1,2
"ABCG1_SKIN","ABCG1","SKIN",0,3,1,3,4,2,1,10,2,5
"ABCG1_SMALL","ABCG1","SMALL",1,1,0,1,1,2,1,1,1,1
"ABCG1_SPLEEN","ABCG1","SPLEEN",1,3,0,10,1,1,1,1,2,5
"ABCG1_WAT","ABCG1","WAT",0,1,0,3,3,4,0,1,5,3
"ABCG2_HEART","ABCG2","HEART",1,3,0,2,1,4,1,9,1,1
"ABCG2_KIDNEY-CORTEX","ABCG2","KIDNEY-CORTEX",0,3,1,6,4,2,1,10,1,5
"ABCG2_KIDNEY-MED","ABCG2","KIDNEY-MED",1,1,1,1,NA,4,1,1,1,7
"ABCG2_LARGE","ABCG2","LARGE",1,13,1,1,1,4,1,2,1,1
"ABCG2_LIVER","ABCG2","LIVER",0,1,0,1,4,1,3,8,1,4
"ABCG2_LUNG","ABCG2","LUNG",0,6,0,1,2,11,1,5,1,1
"ABCG2_MUSCLE","ABCG2","MUSCLE",0,2,1,9,1,4,1,5,2,2
"ABCG2_SKIN","ABCG2","SKIN",0,1,0,3,3,3,1,2,2,2
"ABCG2_SMALL","ABCG2","SMALL",0,1,0,4,1,2,1,1,1,2
"ABCG2_SPLEEN","ABCG2","SPLEEN",1,3,0,11,1,1,2,1,2,2
"ABCG2_WAT","ABCG2","WAT",0,1,0,6,3,8,0,1,4,3
"ABCG8_HEART","ABCG8","HEART",0,1,0,1,1,1,1,5,0,1
"ABCG8_KIDNEY-CORTEX","ABCG8","KIDNEY-CORTEX",0,1,1,3,0,0,0,1,0,1
"ABCG8_KIDNEY-MED","ABCG8","KIDNEY-MED",0,1,1,1,NA,0,1,1,1,0
"ABCG8_LARGE","ABCG8","LARGE",1,5,1,1,1,0,0,3,1,1
"ABCG8_LIVER","ABCG8","LIVER",0,1,0,1,7,1,0,5,1,1
"ABCG8_LUNG","ABCG8","LUNG",0,0,1,2,0,2,1,0,0,1
"ABCG8_MUSCLE","ABCG8","MUSCLE",0,1,1,4,0,1,0,0,1,5
"ABCG8_SKIN","ABCG8","SKIN",0,1,0,1,0,1,1,1,0,1
"ABCG8_SMALL","ABCG8","SMALL",0,2,0,3,1,0,1,1,1,1
"ABCG8_SPLEEN","ABCG8","SPLEEN",0,1,0,0,1,1,0,1,0,1
"ABCG8_WAT","ABCG8","WAT",0,1,0,1,0,5,0,1,2,1
"MCT7_HEART","MCT7","HEART",1,2,0,1,1,1,1,1,1,1
"MCT7_KIDNEY-CORTEX","MCT7","KIDNEY-CORTEX",0,1,0,2,0,1,1,4,1,3
"MCT7_KIDNEY-MED","MCT7","KIDNEY-MED",1,1,1,1,NA,2,0,1,1,1
"MCT7_LARGE","MCT7","LARGE",1,1,1,1,1,0,1,1,1,1
"MCT7_LIVER","MCT7","LIVER",0,1,0,1,0,1,1,1,1,2
"MCT7_LUNG","MCT7","LUNG",0,0,1,1,1,4,0,2,1,1
"MCT7_MUSCLE","MCT7","MUSCLE",0,1,1,1,0,2,0,0,1,2
"MCT7_SKIN","MCT7","SKIN",0,2,0,2,0,1,1,1,2,1
"MCT7_SMALL","MCT7","SMALL",0,1,0,2,1,1,0,1,1,1
"MCT7_SPLEEN","MCT7","SPLEEN",1,1,0,8,1,1,1,1,0,1
"MCT7_WAT","MCT7","WAT",0,1,0,1,0,1,0,1,3,2
"SLC10A1_HEART","SLC10A1","HEART",1,2,0,3,1,5,2,2,1,1
"SLC10A1_KIDNEY-CORTEX","SLC10A1","KIDNEY-CORTEX",1,4,1,4,2,1,1,5,2,3
"SLC10A1_KIDNEY-MED","SLC10A1","KIDNEY-MED",0,1,1,1,NA,1,1,1,1,5
"SLC10A1_LARGE","SLC10A1","LARGE",1,2,1,1,1,2,1,8,1,1
"SLC10A1_LIVER","SLC10A1","LIVER",0,1,0,1,20,8,1,2,1,3
"SLC10A1_LUNG","SLC10A1","LUNG",0,7,0,6,2,4,0,3,1,1
"SLC10A1_MUSCLE","SLC10A1","MUSCLE",0,4,1,2,1,3,1,4,2,14
"SLC10A1_SKIN","SLC10A1","SKIN",0,1,0,1,1,3,1,3,2,2
"SLC10A1_SMALL","SLC10A1","SMALL",1,4,0,1,2,2,2,1,1,2
"SLC10A1_SPLEEN","SLC10A1","SPLEEN",1,3,0,8,1,1,1,1,1,3
"SLC10A1_WAT","SLC10A1","WAT",0,1,0,3,2,2,0,1,2,2
"SLC10A2_HEART","SLC10A2","HEART",0,1,0,1,1,0,0,7,0,1
"SLC10A2_KIDNEY-CORTEX","SLC10A2","KIDNEY-CORTEX",1,3,0,3,1,0,0,3,1,1
"SLC10A2_KIDNEY-MED","SLC10A2","KIDNEY-MED",0,1,1,1,NA,3,1,1,1,2
"SLC10A2_LARGE","SLC10A2","LARGE",1,10,1,1,1,2,0,1,1,1
"SLC10A2_LIVER","SLC10A2","LIVER",0,1,0,1,0,1,0,9,1,1
"SLC10A2_LUNG","SLC10A2","LUNG",0,1,1,1,0,4,0,0,0,1
"SLC10A2_MUSCLE","SLC10A2","MUSCLE",0,1,1,5,0,1,1,1,1,1
"SLC10A2_SKIN","SLC10A2","SKIN",0,1,0,1,0,2,1,1,0,1
"SLC10A2_SMALL","SLC10A2","SMALL",0,1,0,6,1,0,0,1,1,1
"SLC10A2_SPLEEN","SLC10A2","SPLEEN",0,3,0,4,1,1,1,1,1,1
"SLC10A2_WAT","SLC10A2","WAT",0,1,0,2,1,7,0,1,3,1
"SLC10A3_HEART","SLC10A3","HEART",1,3,1,4,1,6,1,1,1,1
"SLC10A3_KIDNEY-CORTEX","SLC10A3","KIDNEY-CORTEX",0,4,1,4,3,3,2,7,2,3
"SLC10A3_KIDNEY-MED","SLC10A3","KIDNEY-MED",1,1,1,2,NA,3,1,2,1,5
"SLC10A3_LARGE","SLC10A3","LARGE",1,2,1,1,1,3,1,1,1,1
"SLC10A3_LIVER","SLC10A3","LIVER",0,2,0,1,2,1,2,2,1,3
"SLC10A3_LUNG","SLC10A3","LUNG",0,4,1,1,1,5,1,2,2,1
"SLC10A3_MUSCLE","SLC10A3","MUSCLE",0,4,1,2,1,3,1,4,2,2
"SLC10A3_SKIN","SLC10A3","SKIN",0,2,1,3,2,3,1,3,2,2
"SLC10A3_SMALL","SLC10A3","SMALL",1,1,0,2,1,2,1,2,1,1
"SLC10A3_SPLEEN","SLC10A3","SPLEEN",1,3,0,10,1,1,1,1,0,1
"SLC10A3_WAT","SLC10A3","WAT",0,1,0,5,2,3,0,1,3,3
"SLC10A7_HEART","SLC10A7","HEART",1,1,0,1,1,4,1,1,0,1
"SLC10A7_KIDNEY-CORTEX","SLC10A7","KIDNEY-CORTEX",0,2,1,3,2,2,1,5,1,2
"SLC10A7_KIDNEY-MED","SLC10A7","KIDNEY-MED",0,1,1,1,NA,1,0,1,1,4
"SLC10A7_LARGE","SLC10A7","LARGE",1,3,1,1,1,2,0,1,1,1
"SLC10A7_LIVER","SLC10A7","LIVER",0,2,0,1,2,1,1,1,1,1
"SLC10A7_LUNG","SLC10A7","LUNG",0,3,0,1,1,5,0,2,1,1
"SLC10A7_MUSCLE","SLC10A7","MUSCLE",0,2,1,2,1,2,1,2,1,3
"SLC10A7_SKIN","SLC10A7","SKIN",0,2,1,2,1,2,0,1,2,1
"SLC10A7_SMALL","SLC10A7","SMALL",0,1,0,1,1,1,1,1,1,1
"SLC10A7_SPLEEN","SLC10A7","SPLEEN",1,1,0,6,1,1,1,1,0,2
"SLC10A7_WAT","SLC10A7","WAT",0,1,0,2,1,2,0,1,2,2
"SLC11A1_HEART","SLC11A1","HEART",1,6,0,1,1,25,0,0,0,1
"SLC11A1_KIDNEY-CORTEX","SLC11A1","KIDNEY-CORTEX",0,2,6,1,2,3,2,3,1,6
"SLC11A1_KIDNEY-MED","SLC11A1","KIDNEY-MED",1,1,1,7,NA,0,0,1,1,2
"SLC11A1_LARGE","SLC11A1","LARGE",1,1,1,1,1,1,0,1,1,1
"SLC11A1_LIVER","SLC11A1","LIVER",0,1,0,1,3,1,1,1,1,2
"SLC11A1_LUNG","SLC11A1","LUNG",0,2,1,1,5,3,0,5,1,1
"SLC11A1_MUSCLE","SLC11A1","MUSCLE",0,19,1,1,0,4,0,2,1,2
"SLC11A1_SKIN","SLC11A1","SKIN",0,1,0,4,5,1,1,11,2,1
"SLC11A1_SMALL","SLC11A1","SMALL",0,1,0,1,1,1,0,2,1,1
"SLC11A1_SPLEEN","SLC11A1","SPLEEN",1,1,0,5,1,1,1,1,1,6
"SLC11A1_WAT","SLC11A1","WAT",0,1,0,2,1,1,0,1,2,1
"SLC11A2_HEART","SLC11A2","HEART",1,5,1,2,1,11,1,3,1,1
"SLC11A2_KIDNEY-CORTEX","SLC11A2","KIDNEY-CORTEX",1,8,3,6,5,3,1,11,2,4
"SLC11A2_KIDNEY-MED","SLC11A2","KIDNEY-MED",1,1,1,2,NA,2,1,2,1,13
"SLC11A2_LARGE","SLC11A2","LARGE",1,7,1,1,1,8,1,3,1,1
"SLC11A2_LIVER","SLC11A2","LIVER",0,2,0,1,9,3,3,4,1,5
"SLC11A2_LUNG","SLC11A2","LUNG",0,11,1,1,3,11,1,4,2,1
"SLC11A2_MUSCLE","SLC11A2","MUSCLE",0,9,1,3,1,3,1,11,1,8
"SLC11A2_SKIN","SLC11A2","SKIN",0,2,1,3,2,7,1,5,3,4
"SLC11A2_SMALL","SLC11A2","SMALL",0,2,0,2,2,3,1,1,2,2
"SLC11A2_SPLEEN","SLC11A2","SPLEEN",1,2,0,17,1,2,2,1,1,3
"SLC11A2_WAT","SLC11A2","WAT",0,1,0,8,4,5,0,1,5,4
"SLC12A1_HEART","SLC12A1","HEART",0,1,0,1,1,1,1,1,0,1
"SLC12A1_KIDNEY-CORTEX","SLC12A1","KIDNEY-CORTEX",0,19,1,7,15,1,1,0,0,2
"SLC12A1_KIDNEY-MED","SLC12A1","KIDNEY-MED",0,1,1,1,NA,2,0,1,1,44
"SLC12A1_LARGE","SLC12A1","LARGE",1,1,1,1,1,22,1,1,1,1
"SLC12A1_LIVER","SLC12A1","LIVER",0,1,0,1,0,1,0,1,1,1
"SLC12A1_LUNG","SLC12A1","LUNG",0,27,0,1,1,0,0,1,0,1
"SLC12A1_MUSCLE","SLC12A1","MUSCLE",0,1,1,1,0,2,2,22,0,1
"SLC12A1_SKIN","SLC12A1","SKIN",0,1,0,1,1,16,1,1,1,1
"SLC12A1_SMALL","SLC12A1","SMALL",0,1,0,1,4,0,0,1,0,9
"SLC12A1_SPLEEN","SLC12A1","SPLEEN",0,1,0,3,1,1,4,1,0,1
"SLC12A1_WAT","SLC12A1","WAT",0,1,0,47,20,1,0,1,1,1
"SLC12A2_HEART","SLC12A2","HEART",2,4,1,3,1,3,1,9,1,1
"SLC12A2_KIDNEY-CORTEX","SLC12A2","KIDNEY-CORTEX",2,1,2,7,5,4,1,17,2,5
"SLC12A2_KIDNEY-MED","SLC12A2","KIDNEY-MED",1,1,1,2,NA,8,1,4,1,5
"SLC12A2_LARGE","SLC12A2","LARGE",1,12,1,1,1,3,2,1,1,1
"SLC12A2_LIVER","SLC12A2","LIVER",0,3,0,1,0,1,5,6,1,6
"SLC12A2_LUNG","SLC12A2","LUNG",0,3,1,1,1,19,1,5,2,2
"SLC12A2_MUSCLE","SLC12A2","MUSCLE",0,3,1,4,2,4,1,2,2,1
"SLC12A2_SKIN","SLC12A2","SKIN",0,4,1,3,1,1,1,3,3,5
"SLC12A2_SMALL","SLC12A2","SMALL",1,1,0,3,1,3,1,1,2,2
"SLC12A2_SPLEEN","SLC12A2","SPLEEN",1,2,0,19,1,2,1,1,2,2
"SLC12A2_WAT","SLC12A2","WAT",0,1,0,2,2,7,0,1,7,6
"SLC12A3_HEART","SLC12A3","HEART",0,1,0,1,1,0,0,0,0,1
"SLC12A3_KIDNEY-CORTEX","SLC12A3","KIDNEY-CORTEX",0,30,0,3,10,0,0,1,1,1
"SLC12A3_KIDNEY-MED","SLC12A3","KIDNEY-MED",0,1,1,1,NA,2,0,1,1,33
"SLC12A3_LARGE","SLC12A3","LARGE",1,1,1,1,1,25,1,1,1,1
"SLC12A3_LIVER","SLC12A3","LIVER",0,1,0,1,0,1,0,1,1,1
"SLC12A3_LUNG","SLC12A3","LUNG",0,31,1,1,1,2,0,0,1,1
"SLC12A3_MUSCLE","SLC12A3","MUSCLE",0,1,1,1,0,1,3,28,1,1
"SLC12A3_SKIN","SLC12A3","SKIN",0,1,0,1,0,24,1,1,1,1
"SLC12A3_SMALL","SLC12A3","SMALL",1,1,0,1,5,1,0,1,0,6
"SLC12A3_SPLEEN","SLC12A3","SPLEEN",0,1,0,3,1,1,3,1,1,1
"SLC12A3_WAT","SLC12A3","WAT",0,1,0,21,6,1,0,1,1,1
"SLC12A4_HEART","SLC12A4","HEART",7,6,3,6,1,11,3,4,2,1
"SLC12A4_KIDNEY-CORTEX","SLC12A4","KIDNEY-CORTEX",1,7,3,7,5,5,4,8,4,6
"SLC12A4_KIDNEY-MED","SLC12A4","KIDNEY-MED",1,1,3,3,NA,2,2,1,1,10
"SLC12A4_LARGE","SLC12A4","LARGE",1,3,2,1,1,5,1,3,2,1
"SLC12A4_LIVER","SLC12A4","LIVER",23,6,30,2,11,2,4,3,1,13
"SLC12A4_LUNG","SLC12A4","LUNG",4,7,2,3,3,8,2,6,5,2
"SLC12A4_MUSCLE","SLC12A4","MUSCLE",3,7,1,3,2,5,2,4,4,6
"SLC12A4_SKIN","SLC12A4","SKIN",4,2,4,5,2,5,3,6,5,3
"SLC12A4_SMALL","SLC12A4","SMALL",2,2,1,2,2,4,2,3,3,2
"SLC12A4_SPLEEN","SLC12A4","SPLEEN",2,5,4,22,1,3,4,1,2,3
"SLC12A4_WAT","SLC12A4","WAT",6,1,6,9,4,3,2,1,5,8
"SLC12A6_HEART","SLC12A6","HEART",6,5,3,4,1,10,2,6,1,1
"SLC12A6_KIDNEY-CORTEX","SLC12A6","KIDNEY-CORTEX",1,12,3,10,6,4,2,14,4,6
"SLC12A6_KIDNEY-MED","SLC12A6","KIDNEY-MED",1,1,3,3,NA,4,2,1,1,18
"SLC12A6_LARGE","SLC12A6","LARGE",2,8,2,1,1,8,1,1,1,1
"SLC12A6_LIVER","SLC12A6","LIVER",8,3,16,1,3,1,3,4,1,6
"SLC12A6_LUNG","SLC12A6","LUNG",4,17,2,1,3,11,1,6,4,3
"SLC12A6_MUSCLE","SLC12A6","MUSCLE",2,9,1,4,1,5,3,11,3,4
"SLC12A6_SKIN","SLC12A6","SKIN",4,3,5,4,3,8,3,9,4,3
"SLC12A6_SMALL","SLC12A6","SMALL",2,1,1,3,3,3,1,3,3,3
"SLC12A6_SPLEEN","SLC12A6","SPLEEN",2,4,6,15,1,1,5,1,1,2
"SLC12A6_WAT","SLC12A6","WAT",5,1,6,12,5,5,1,1,6,8
"SLC12A7_HEART","SLC12A7","HEART",3,8,1,6,1,16,1,5,5,1
"SLC12A7_KIDNEY-CORTEX","SLC12A7","KIDNEY-CORTEX",1,12,3,12,7,11,4,17,9,9
"SLC12A7_KIDNEY-MED","SLC12A7","KIDNEY-MED",1,1,1,4,NA,7,1,1,1,16
"SLC12A7_LARGE","SLC12A7","LARGE",1,7,1,1,1,10,1,3,2,1
"SLC12A7_LIVER","SLC12A7","LIVER",0,15,0,1,13,3,5,7,1,29
"SLC12A7_LUNG","SLC12A7","LUNG",0,14,1,3,4,12,1,7,7,3
"SLC12A7_MUSCLE","SLC12A7","MUSCLE",0,11,1,6,1,10,2,12,5,6
"SLC12A7_SKIN","SLC12A7","SKIN",0,4,1,8,3,10,1,9,9,5
"SLC12A7_SMALL","SLC12A7","SMALL",1,2,0,4,3,8,1,4,4,3
"SLC12A7_SPLEEN","SLC12A7","SPLEEN",1,9,0,20,1,3,2,1,3,4
"SLC12A7_WAT","SLC12A7","WAT",0,1,0,14,6,6,0,1,6,20
"SLC12A9_HEART","SLC12A9","HEART",3,2,2,5,1,14,1,2,1,1
"SLC12A9_KIDNEY-CORTEX","SLC12A9","KIDNEY-CORTEX",0,5,3,6,4,3,2,9,1,3
"SLC12A9_KIDNEY-MED","SLC12A9","KIDNEY-MED",1,1,3,5,NA,4,1,1,1,9
"SLC12A9_LARGE","SLC12A9","LARGE",2,3,2,1,1,3,1,1,1,1
"SLC12A9_LIVER","SLC12A9","LIVER",7,2,3,1,1,1,5,4,1,3
"SLC12A9_LUNG","SLC12A9","LUNG",4,8,2,1,3,8,1,3,1,1
"SLC12A9_MUSCLE","SLC12A9","MUSCLE",2,11,1,4,0,4,2,8,2,2
"SLC12A9_SKIN","SLC12A9","SKIN",3,2,3,2,2,5,3,8,2,3
"SLC12A9_SMALL","SLC12A9","SMALL",1,1,1,3,2,2,1,2,1,2
"SLC12A9_SPLEEN","SLC12A9","SPLEEN",1,3,5,12,1,1,4,1,1,4
"SLC12A9_WAT","SLC12A9","WAT",4,1,4,9,3,4,1,1,5,2
"SLC13A1_HEART","SLC13A1","HEART",0,1,0,1,1,0,0,5,0,1
"SLC13A1_KIDNEY-CORTEX","SLC13A1","KIDNEY-CORTEX",0,17,0,4,5,0,0,7,0,1
"SLC13A1_KIDNEY-MED","SLC13A1","KIDNEY-MED",0,1,1,1,NA,1,1,1,1,26
"SLC13A1_LARGE","SLC13A1","LARGE",1,8,1,1,1,15,1,1,1,1
"SLC13A1_LIVER","SLC13A1","LIVER",0,1,0,1,0,1,1,4,1,1
"SLC13A1_LUNG","SLC13A1","LUNG",0,21,0,1,0,8,0,1,0,1
"SLC13A1_MUSCLE","SLC13A1","MUSCLE",0,1,1,3,0,2,1,18,0,1
"SLC13A1_SKIN","SLC13A1","SKIN",0,1,0,1,0,10,1,1,0,1
"SLC13A1_SMALL","SLC13A1","SMALL",0,1,0,3,3,0,0,1,1,3
"SLC13A1_SPLEEN","SLC13A1","SPLEEN",0,1,0,8,1,1,2,1,0,1
"SLC13A1_WAT","SLC13A1","WAT",0,1,0,10,4,5,0,1,4,1
"SLC13A2_HEART","SLC13A2","HEART",1,1,0,1,1,0,0,4,0,1
"SLC13A2_KIDNEY-CORTEX","SLC13A2","KIDNEY-CORTEX",0,20,0,3,7,0,0,1,0,3
"SLC13A2_KIDNEY-MED","SLC13A2","KIDNEY-MED",0,1,1,1,NA,2,1,1,1,24
"SLC13A2_LARGE","SLC13A2","LARGE",1,4,1,1,1,12,1,1,1,1
"SLC13A2_LIVER","SLC13A2","LIVER",0,1,0,1,0,1,0,2,1,1
"SLC13A2_LUNG","SLC13A2","LUNG",0,23,0,1,0,2,0,2,0,1
"SLC13A2_MUSCLE","SLC13A2","MUSCLE",0,1,1,2,0,2,2,19,1,1
"SLC13A2_SKIN","SLC13A2","SKIN",0,1,0,3,0,20,1,1,0,1
"SLC13A2_SMALL","SLC13A2","SMALL",0,1,0,2,4,0,0,1,1,6
"SLC13A2_SPLEEN","SLC13A2","SPLEEN",1,1,0,2,1,1,3,1,1,1
"SLC13A2_WAT","SLC13A2","WAT",0,1,0,21,7,4,0,1,2,1
"SLC13A3_HEART","SLC13A3","HEART",0,2,0,1,1,2,1,1,0,1
"SLC13A3_KIDNEY-CORTEX","SLC13A3","KIDNEY-CORTEX",0,52,1,9,14,0,0,1,0,2
"SLC13A3_KIDNEY-MED","SLC13A3","KIDNEY-MED",0,1,1,1,NA,3,0,1,1,60
"SLC13A3_LARGE","SLC13A3","LARGE",1,1,1,1,1,32,1,4,1,1
"SLC13A3_LIVER","SLC13A3","LIVER",0,1,0,1,3,1,0,1,1,1
"SLC13A3_LUNG","SLC13A3","LUNG",0,49,0,5,0,2,0,2,1,1
"SLC13A3_MUSCLE","SLC13A3","MUSCLE",0,1,1,1,0,1,3,47,0,8
"SLC13A3_SKIN","SLC13A3","SKIN",0,1,0,2,1,41,1,1,1,1
"SLC13A3_SMALL","SLC13A3","SMALL",0,3,0,1,6,1,1,1,1,8
"SLC13A3_SPLEEN","SLC13A3","SPLEEN",1,1,0,2,1,1,3,1,2,1
"SLC13A3_WAT","SLC13A3","WAT",0,1,0,32,9,1,0,1,1,1
"SLC13A4_HEART","SLC13A4","HEART",1,3,0,2,1,3,1,1,0,1
"SLC13A4_KIDNEY-CORTEX","SLC13A4","KIDNEY-CORTEX",1,3,0,3,2,1,1,2,1,2
"SLC13A4_KIDNEY-MED","SLC13A4","KIDNEY-MED",1,1,1,1,NA,1,0,1,1,4
"SLC13A4_LARGE","SLC13A4","LARGE",1,2,1,1,1,2,1,1,1,1
"SLC13A4_LIVER","SLC13A4","LIVER",0,1,0,1,1,1,0,1,1,1
"SLC13A4_LUNG","SLC13A4","LUNG",0,3,0,1,1,3,0,1,0,1
"SLC13A4_MUSCLE","SLC13A4","MUSCLE",0,3,1,2,1,2,1,2,1,2
"SLC13A4_SKIN","SLC13A4","SKIN",0,1,0,1,1,2,1,2,1,1
"SLC13A4_SMALL","SLC13A4","SMALL",1,1,0,1,1,1,1,1,1,1
"SLC13A4_SPLEEN","SLC13A4","SPLEEN",1,1,0,6,1,1,1,1,0,1
"SLC13A4_WAT","SLC13A4","WAT",0,1,0,3,1,1,0,1,2,1
"SLC13A5_HEART","SLC13A5","HEART",1,3,0,2,1,6,2,3,1,1
"SLC13A5_KIDNEY-CORTEX","SLC13A5","KIDNEY-CORTEX",1,4,2,4,4,1,1,5,1,3
"SLC13A5_KIDNEY-MED","SLC13A5","KIDNEY-MED",1,1,1,3,NA,2,1,1,1,8
"SLC13A5_LARGE","SLC13A5","LARGE",1,3,1,1,1,3,1,5,1,1
"SLC13A5_LIVER","SLC13A5","LIVER",0,1,0,1,36,5,0,3,1,3
"SLC13A5_LUNG","SLC13A5","LUNG",0,6,1,4,2,3,1,3,1,1
"SLC13A5_MUSCLE","SLC13A5","MUSCLE",0,4,1,3,0,3,1,4,1,11
"SLC13A5_SKIN","SLC13A5","SKIN",0,2,0,2,1,4,1,3,2,2
"SLC13A5_SMALL","SLC13A5","SMALL",0,3,0,2,2,2,2,1,1,2
"SLC13A5_SPLEEN","SLC13A5","SPLEEN",1,3,0,7,1,1,2,1,1,2
"SLC13A5_WAT","SLC13A5","WAT",0,1,0,6,3,3,0,1,4,2
"SLC14A1_HEART","SLC14A1","HEART",0,1,0,1,1,1,0,0,0,1
"SLC14A1_KIDNEY-CORTEX","SLC14A1","KIDNEY-CORTEX",0,0,0,6,3,0,0,7,0,1
"SLC14A1_KIDNEY-MED","SLC14A1","KIDNEY-MED",0,1,1,1,NA,1,0,1,1,2
"SLC14A1_LARGE","SLC14A1","LARGE",1,1,1,1,1,0,1,1,1,1
"SLC14A1_LIVER","SLC14A1","LIVER",0,1,0,1,0,1,2,1,1,1
"SLC14A1_LUNG","SLC14A1","LUNG",0,1,0,1,0,1,0,2,0,1
"SLC14A1_MUSCLE","SLC14A1","MUSCLE",0,1,1,1,0,1,0,0,0,1
"SLC14A1_SKIN","SLC14A1","SKIN",0,3,0,1,0,1,0,1,0,1
"SLC14A1_SMALL","SLC14A1","SMALL",0,1,0,1,0,0,0,1,0,1
"SLC14A1_SPLEEN","SLC14A1","SPLEEN",0,1,0,5,1,1,1,1,0,1
"SLC14A1_WAT","SLC14A1","WAT",0,1,0,3,2,1,0,1,2,1
"SLC15A1_HEART","SLC15A1","HEART",0,1,0,1,1,0,0,7,0,1
"SLC15A1_KIDNEY-CORTEX","SLC15A1","KIDNEY-CORTEX",0,1,0,4,0,0,0,1,0,1
"SLC15A1_KIDNEY-MED","SLC15A1","KIDNEY-MED",0,1,1,1,NA,0,1,1,1,1
"SLC15A1_LARGE","SLC15A1","LARGE",1,7,1,1,1,0,0,1,1,1
"SLC15A1_LIVER","SLC15A1","LIVER",0,1,0,1,0,1,0,5,1,1
"SLC15A1_LUNG","SLC15A1","LUNG",0,1,1,1,1,3,0,0,0,1
"SLC15A1_MUSCLE","SLC15A1","MUSCLE",0,1,1,5,0,1,0,0,1,1
"SLC15A1_SKIN","SLC15A1","SKIN",0,1,0,1,0,1,1,1,0,1
"SLC15A1_SMALL","SLC15A1","SMALL",0,1,0,4,0,0,0,1,1,1
"SLC15A1_SPLEEN","SLC15A1","SPLEEN",0,2,0,1,1,1,0,1,1,1
"SLC15A1_WAT","SLC15A1","WAT",0,1,0,1,0,6,0,1,1,1
"SLC15A2_HEART","SLC15A2","HEART",0,1,0,1,1,3,1,4,0,1
"SLC15A2_KIDNEY-CORTEX","SLC15A2","KIDNEY-CORTEX",0,9,1,4,5,0,0,5,0,2
"SLC15A2_KIDNEY-MED","SLC15A2","KIDNEY-MED",1,1,1,1,NA,2,1,1,1,22
